Depth,Damage,Type,,,,,,,,,,
6.97,1.00,1,,,,,,,,,,
6.98,1.00,1,,,,,,,,,,
6.99,1.00,1,,,,,,,,,,
7.00,1.00,1,,,,,,,,,,
7.01,1.00,1,,,,,,,,,,
7.02,1.00,1,,,,,,,,,,
7.03,1.00,1,,,,,,,,,,
7.04,1.00,1,,,,,,,,,,
7.05,1.00,1,,,,,,,,,,
7.06,1.00,1,,,,,,,,,,
7.07,1.00,1,,,,,,,,,,
7.08,1.00,1,,,,,,,,,,
7.09,1.00,1,,,,,,,,,,
7.10,1.00,1,,,,,,,,,,
7.11,1.00,1,,,,,,,,,,
7.12,1.00,1,,,,,,,,,,
7.13,1.00,1,,,,,,,,,,
7.14,1.00,1,,,,,,,,,,
7.15,1.00,1,,,,,,,,,,
7.16,1.00,1,,,,,,,,,,
7.17,1.00,1,,,,,,,,,,
7.18,1.00,1,,,,,,,,,,
7.19,1.00,1,,,,,,,,,,
7.20,1.00,1,,,,,,,,,,
7.21,1.00,1,,,,,,,,,,
7.22,1.00,1,,,,,,,,,,
7.23,1.00,1,,,,,,,,,,
7.24,1.00,1,,,,,,,,,,
7.25,1.00,1,,,,,,,,,,
7.26,1.00,1,,,,,,,,,,
7.27,1.00,1,,,,,,,,,,
7.28,1.00,1,,,,,,,,,,
7.29,1.00,1,,,,,,,,,,
7.30,1.00,1,,,,,,,,,,
7.31,1.00,1,,,,,,,,,,
7.32,1.00,1,,,,,,,,,,
7.33,1.00,1,,,,,,,,,,
7.34,1.00,1,,,,,,,,,,
7.35,1.00,1,,,,,,,,,,
7.36,1.00,1,,,,,,,,,,
7.37,1.00,1,,,,,,,,,,
7.38,1.00,1,,,,,,,,,,
7.39,1.00,1,,,,,,,,,,
7.40,1.00,1,,,,,,,,,,
7.41,1.00,1,,,,,,,,,,
7.42,1.00,1,,,,,,,,,,
7.43,1.00,1,,,,,,,,,,
7.44,1.00,1,,,,,,,,,,
7.45,1.00,1,,,,,,,,,,
7.46,1.00,1,,,,,,,,,,
7.47,1.00,1,,,,,,,,,,
7.48,1.00,1,,,,,,,,,,
7.49,1.00,1,,,,,,,,,,
7.50,1.00,1,,,,,,,,,,
7.51,1.00,1,,,,,,,,,,
7.52,1.00,1,,,,,,,,,,
7.53,1.00,1,,,,,,,,,,
7.54,1.00,1,,,,,,,,,,
7.55,1.00,1,,,,,,,,,,
7.56,1.00,1,,,,,,,,,,
7.57,1.00,1,,,,,,,,,,
7.58,1.00,1,,,,,,,,,,
7.59,1.00,1,,,,,,,,,,
7.60,1.00,1,,,,,,,,,,
7.61,1.00,1,,,,,,,,,,
7.62,1.00,1,,,,,,,,,,
7.63,1.00,1,,,,,,,,,,
7.64,1.00,1,,,,,,,,,,
7.65,1.00,1,,,,,,,,,,
7.66,1.00,1,,,,,,,,,,
7.67,1.00,1,,,,,,,,,,
7.68,1.00,1,,,,,,,,,,
7.69,1.00,1,,,,,,,,,,
7.70,1.00,1,,,,,,,,,,
7.71,1.00,1,,,,,,,,,,
7.72,1.00,1,,,,,,,,,,
7.73,1.00,1,,,,,,,,,,
7.74,1.00,1,,,,,,,,,,
7.75,1.00,1,,,,,,,,,,
7.76,1.00,1,,,,,,,,,,
7.77,1.00,1,,,,,,,,,,
7.78,1.00,1,,,,,,,,,,
7.79,1.00,1,,,,,,,,,,
7.80,1.00,1,,,,,,,,,,
7.81,1.00,1,,,,,,,,,,
7.82,1.00,1,,,,,,,,,,
7.83,1.00,1,,,,,,,,,,
7.84,1.00,1,,,,,,,,,,
7.85,1.00,1,,,,,,,,,,
7.86,1.00,1,,,,,,,,,,
7.87,1.00,1,,,,,,,,,,
7.88,1.00,1,,,,,,,,,,
7.89,1.00,1,,,,,,,,,,
7.90,1.00,1,,,,,,,,,,
7.91,1.00,1,,,,,,,,,,
7.92,1.00,1,,,,,,,,,,
7.93,1.00,1,,,,,,,,,,
7.94,1.00,1,,,,,,,,,,
7.95,1.00,1,,,,,,,,,,
7.96,1.00,1,,,,,,,,,,
7.97,1.00,1,,,,,,,,,,
7.98,1.00,1,,,,,,,,,,
7.99,1.00,1,,,,,,,,,,
8.00,1.00,1,,,,,,,,,,
8.01,1.00,1,,,,,,,,,,
8.02,1.00,1,,,,,,,,,,
8.03,1.00,1,,,,,,,,,,
8.04,1.00,1,,,,,,,,,,
8.05,1.00,1,,,,,,,,,,
8.06,1.00,1,,,,,,,,,,
8.07,1.00,1,,,,,,,,,,
8.08,1.00,1,,,,,,,,,,
8.09,1.00,1,,,,,,,,,,
8.10,1.00,1,,,,,,,,,,
8.11,1.00,1,,,,,,,,,,
8.12,1.00,1,,,,,,,,,,
8.13,1.00,1,,,,,,,,,,
8.14,1.00,1,,,,,,,,,,
8.15,1.00,1,,,,,,,,,,
8.16,1.00,1,,,,,,,,,,
8.17,1.00,1,,,,,,,,,,
8.18,1.00,1,,,,,,,,,,
8.19,1.00,1,,,,,,,,,,
8.20,1.00,1,,,,,,,,,,
8.21,1.00,1,,,,,,,,,,
8.22,1.00,1,,,,,,,,,,
8.23,1.00,1,,,,,,,,,,
8.24,1.00,1,,,,,,,,,,
8.25,1.00,1,,,,,,,,,,
8.26,1.00,1,,,,,,,,,,
8.27,1.00,1,,,,,,,,,,
8.28,1.00,1,,,,,,,,,,
8.29,1.00,1,,,,,,,,,,
8.30,1.00,1,,,,,,,,,,
8.31,1.00,1,,,,,,,,,,
8.32,1.00,1,,,,,,,,,,
8.33,1.00,1,,,,,,,,,,
8.34,1.00,1,,,,,,,,,,
8.35,1.00,1,,,,,,,,,,
8.36,1.00,1,,,,,,,,,,
8.37,1.00,1,,,,,,,,,,
8.38,1.00,1,,,,,,,,,,
8.39,1.00,1,,,,,,,,,,
8.40,1.00,1,,,,,,,,,,
8.41,1.00,1,,,,,,,,,,
8.42,1.00,1,,,,,,,,,,
8.43,1.00,1,,,,,,,,,,
8.44,1.00,1,,,,,,,,,,
8.45,1.00,1,,,,,,,,,,
8.46,1.00,1,,,,,,,,,,
8.47,1.00,1,,,,,,,,,,
8.48,1.00,1,,,,,,,,,,
8.49,1.00,1,,,,,,,,,,
8.50,1.00,1,,,,,,,,,,
8.51,1.00,1,,,,,,,,,,
8.52,1.00,1,,,,,,,,,,
8.53,1.00,1,,,,,,,,,,
8.54,1.00,1,,,,,,,,,,
8.55,1.00,1,,,,,,,,,,
8.56,1.00,1,,,,,,,,,,
8.57,1.00,1,,,,,,,,,,
8.58,1.00,1,,,,,,,,,,
8.59,1.00,1,,,,,,,,,,
8.60,1.00,1,,,,,,,,,,
8.61,1.00,1,,,,,,,,,,
8.62,1.00,1,,,,,,,,,,
8.63,1.00,1,,,,,,,,,,
8.64,1.00,1,,,,,,,,,,
8.65,1.00,1,,,,,,,,,,
8.66,1.00,1,,,,,,,,,,
8.67,1.00,1,,,,,,,,,,
8.68,1.00,1,,,,,,,,,,
8.69,1.00,1,,,,,,,,,,
8.70,1.00,1,,,,,,,,,,
8.71,1.00,1,,,,,,,,,,
8.72,1.00,1,,,,,,,,,,
8.73,1.00,1,,,,,,,,,,
8.74,1.00,1,,,,,,,,,,
8.75,1.00,1,,,,,,,,,,
8.76,1.00,1,,,,,,,,,,
8.77,1.00,1,,,,,,,,,,
8.78,1.00,1,,,,,,,,,,
8.79,1.00,1,,,,,,,,,,
8.80,1.00,1,,,,,,,,,,
8.81,1.00,1,,,,,,,,,,
8.82,1.00,1,,,,,,,,,,
8.83,1.00,1,,,,,,,,,,
8.84,1.00,1,,,,,,,,,,
8.85,1.00,1,,,,,,,,,,
8.86,1.00,1,,,,,,,,,,
8.87,1.00,1,,,,,,,,,,
8.88,1.00,1,,,,,,,,,,
8.89,1.00,1,,,,,,,,,,
8.90,1.00,1,,,,,,,,,,
8.91,1.00,1,,,,,,,,,,
8.92,1.00,1,,,,,,,,,,
8.93,1.00,1,,,,,,,,,,
8.94,1.00,1,,,,,,,,,,
8.95,1.00,1,,,,,,,,,,
8.96,1.00,1,,,,,,,,,,
8.97,1.00,1,,,,,,,,,,
8.98,1.00,1,,,,,,,,,,
8.99,1.00,1,,,,,,,,,,
9.00,1.00,1,,,,,,,,,,
9.01,1.00,1,,,,,,,,,,
9.02,1.00,1,,,,,,,,,,
9.03,1.00,1,,,,,,,,,,
9.04,1.00,1,,,,,,,,,,
9.05,1.00,1,,,,,,,,,,
9.06,1.00,1,,,,,,,,,,
9.07,1.00,1,,,,,,,,,,
9.08,1.00,1,,,,,,,,,,
9.09,1.00,1,,,,,,,,,,
9.10,1.00,1,,,,,,,,,,
9.11,1.00,1,,,,,,,,,,
9.12,1.00,1,,,,,,,,,,
9.13,1.00,1,,,,,,,,,,
9.14,1.00,1,,,,,,,,,,
9.15,1.00,1,,,,,,,,,,
9.16,1.00,1,,,,,,,,,,
9.17,1.00,1,,,,,,,,,,
9.18,1.00,1,,,,,,,,,,
9.19,1.00,1,,,,,,,,,,
9.20,1.00,1,,,,,,,,,,
9.21,1.00,1,,,,,,,,,,
9.22,1.00,1,,,,,,,,,,
9.23,1.00,1,,,,,,,,,,
9.24,1.00,1,,,,,,,,,,
9.25,1.00,1,,,,,,,,,,
9.26,1.00,1,,,,,,,,,,
9.27,1.00,1,,,,,,,,,,
9.28,1.00,1,,,,,,,,,,
9.29,1.00,1,,,,,,,,,,
9.30,1.00,1,,,,,,,,,,
9.31,1.00,1,,,,,,,,,,
9.32,1.00,1,,,,,,,,,,
9.33,1.00,1,,,,,,,,,,
9.34,1.00,1,,,,,,,,,,
9.35,1.00,1,,,,,,,,,,
9.36,1.00,1,,,,,,,,,,
9.37,1.00,1,,,,,,,,,,
9.38,1.00,1,,,,,,,,,,
9.39,1.00,1,,,,,,,,,,
9.40,1.00,1,,,,,,,,,,
9.41,1.00,1,,,,,,,,,,
9.42,1.00,1,,,,,,,,,,
9.43,1.00,1,,,,,,,,,,
9.44,1.00,1,,,,,,,,,,
9.45,1.00,1,,,,,,,,,,
9.46,1.00,1,,,,,,,,,,
9.47,1.00,1,,,,,,,,,,
9.48,1.00,1,,,,,,,,,,
9.49,1.00,1,,,,,,,,,,
9.50,1.00,1,,,,,,,,,,
9.51,1.00,1,,,,,,,,,,
9.52,1.00,1,,,,,,,,,,
9.53,1.00,1,,,,,,,,,,
9.54,1.00,1,,,,,,,,,,
9.55,1.00,1,,,,,,,,,,
9.56,1.00,1,,,,,,,,,,
9.57,1.00,1,,,,,,,,,,
9.58,1.00,1,,,,,,,,,,
9.59,1.00,1,,,,,,,,,,
9.60,1.00,1,,,,,,,,,,
9.61,1.00,1,,,,,,,,,,
9.62,1.00,1,,,,,,,,,,
9.63,1.00,1,,,,,,,,,,
9.64,1.00,1,,,,,,,,,,
9.65,1.00,1,,,,,,,,,,
9.66,1.00,1,,,,,,,,,,
9.67,1.00,1,,,,,,,,,,
9.68,1.00,1,,,,,,,,,,
9.69,1.00,1,,,,,,,,,,
9.70,1.00,1,,,,,,,,,,
9.71,1.00,1,,,,,,,,,,
9.72,1.00,1,,,,,,,,,,
9.73,1.00,1,,,,,,,,,,
9.74,1.00,1,,,,,,,,,,
9.75,1.00,1,,,,,,,,,,
9.76,1.00,1,,,,,,,,,,
9.77,1.00,1,,,,,,,,,,
9.78,1.00,1,,,,,,,,,,
9.79,1.00,1,,,,,,,,,,
9.80,1.00,1,,,,,,,,,,
9.81,1.00,1,,,,,,,,,,
9.82,1.00,1,,,,,,,,,,
9.83,1.00,1,,,,,,,,,,
9.84,1.00,1,,,,,,,,,,
9.85,1.00,1,,,,,,,,,,
9.86,1.00,1,,,,,,,,,,
9.87,1.00,1,,,,,,,,,,
9.88,1.00,1,,,,,,,,,,
9.89,1.00,1,,,,,,,,,,
9.90,1.00,1,,,,,,,,,,
9.91,1.00,1,,,,,,,,,,
9.92,1.00,1,,,,,,,,,,
9.93,1.00,1,,,,,,,,,,
9.94,1.00,1,,,,,,,,,,
9.95,1.00,1,,,,,,,,,,
9.96,1.00,1,,,,,,,,,,
9.97,1.00,1,,,,,,,,,,
9.98,1.00,1,,,,,,,,,,
9.99,1.00,1,,,,,,,,,,
10.00,1.00,1,,,,,,,,,,
0.00,0.00,2,,,,,,,,,,
0.01,0,2,,,,,,,,,,
0.02,0,2,,,,,,,,,,
0.03,0,2,,,,,,,,,,
0.04,0,2,,,,,,,,,,
0.05,0,2,,,,,,,,,,
0.06,0,2,,,,,,,,,,
0.07,0,2,,,,,,,,,,
0.08,0,2,,,,,,,,,,
0.09,0,2,,,,,,,,,,
0.10,0,2,,,,,,,,,,
0.11,0,2,,,,,,,,,,
0.12,0,2,,,,,,,,,,
0.13,0,2,,,,,,,,,,
0.14,0,2,,,,,,,,,,
0.15,0,2,,,,,,,,,,
0.16,0,2,,,,,,,,,,
0.17,0,2,,,,,,,,,,
0.18,0,2,,,,,,,,,,
0.19,0,2,,,,,,,,,,
0.20,0,2,,,,,,,,,,
0.21,0,2,,,,,,,,,,
0.22,0,2,,,,,,,,,,
0.23,0,2,,,,,,,,,,
0.24,0,2,,,,,,,,,,
0.25,0,2,,,,,,,,,,
0.26,0,2,,,,,,,,,,
0.27,0.000327439077631988,2,,,,,,,,,,
0.28,0.0045500557265339,2,,,,,,,,,,
0.29,0.0101757280493694,2,,,,,,,,,,
0.30,0.0112046263851775,2,,,,,,,,,,
0.31,0.00848991308656151,2,,,,,,,,,,
0.32,0.00989176719236362,2,,,,,,,,,,
0.33,0.015967162913882,2,,,,,,,,,,
0.34,0.0195753833892528,2,,,,,,,,,,
0.35,0.0194186796742524,2,,,,,,,,,,
0.36,0.0205300576346162,2,,,,,,,,,,
0.37,0.0245594894129689,2,,,,,,,,,,
0.38,0.029425983594721,2,,,,,,,,,,
0.39,0.0356445857921778,2,,,,,,,,,,
0.40,0.0397962600256169,2,,,,,,,,,,
0.41,0.040123807578815,2,,,,,,,,,,
0.42,0.0440353432418439,2,,,,,,,,,,
0.43,0.0506536479490373,2,,,,,,,,,,
0.44,0.055259811293421,2,,,,,,,,,,
0.45,0.0585314175645072,2,,,,,,,,,,
0.46,0.0613440740768428,2,,,,,,,,,,
0.47,0.0645712823642027,2,,,,,,,,,,
0.48,0.0690931482746854,2,,,,,,,,,,
0.49,0.0756828429250175,2,,,,,,,,,,
0.50,0.0798506357887565,2,,,,,,,,,,
0.51,0.0801020023586161,2,,,,,,,,,,
0.52,0.0839763740035772,2,,,,,,,,,,
0.53,0.090645926172891,2,,,,,,,,,,
0.54,0.0952539951235825,2,,,,,,,,,,
0.55,0.0984850341774206,2,,,,,,,,,,
0.56,0.101303179465467,2,,,,,,,,,,
0.57,0.104623832526888,2,,,,,,,,,,
0.58,0.109268012562314,2,,,,,,,,,,
0.59,0.114927944250989,2,,,,,,,,,,
0.60,0.120134602666312,2,,,,,,,,,,
0.61,0.124694564458716,2,,,,,,,,,,
0.62,0.129798359056855,2,,,,,,,,,,
0.63,0.135201912999869,2,,,,,,,,,,
0.64,0.139225529336328,2,,,,,,,,,,
0.65,0.145008232252984,2,,,,,,,,,,
0.66,0.154149952998412,2,,,,,,,,,,
0.67,0.160965952674165,2,,,,,,,,,,
0.68,0.164457257967226,2,,,,,,,,,,
0.69,0.169028886656594,2,,,,,,,,,,
0.70,0.176098797133761,2,,,,,,,,,,
0.71,0.183557326897113,2,,,,,,,,,,
0.72,0.190110840417461,2,,,,,,,,,,
0.73,0.195528106681541,2,,,,,,,,,,
0.74,0.199081875140159,2,,,,,,,,,,
0.75,0.204830158338667,2,,,,,,,,,,
0.76,0.214472981252186,2,,,,,,,,,,
0.77,0.220638723447169,2,,,,,,,,,,
0.78,0.224346313786937,2,,,,,,,,,,
0.79,0.229449734157103,2,,,,,,,,,,
0.80,0.235271552587492,2,,,,,,,,,,
0.81,0.244000921214737,2,,,,,,,,,,
0.82,0.254289443851693,2,,,,,,,,,,
0.83,0.260893720552256,2,,,,,,,,,,
0.84,0.264622992325926,2,,,,,,,,,,
0.85,0.272973494019778,2,,,,,,,,,,
0.86,0.285933129663191,2,,,,,,,,,,
0.87,0.294989345323937,2,,,,,,,,,,
0.88,0.298910949546087,2,,,,,,,,,,
0.89,0.304913623731779,2,,,,,,,,,,
0.90,0.314862937496778,2,,,,,,,,,,
0.91,0.324209845615327,2,,,,,,,,,,
0.92,0.330638530372169,2,,,,,,,,,,
0.93,0.334773303945967,2,,,,,,,,,,
0.94,0.338686705983275,2,,,,,,,,,,
0.95,0.345719620424553,2,,,,,,,,,,
0.96,0.353970450631259,2,,,,,,,,,,
0.97,0.360008082491974,2,,,,,,,,,,
0.98,0.365250823090521,2,,,,,,,,,,
0.99,0.369097571389831,2,,,,,,,,,,
1.00,0.374776149285179,2,,,,,,,,,,
1.01,0.384356339764976,2,,,,,,,,,,
1.02,0.392061771198061,2,,,,,,,,,,
1.03,0.397160192538064,2,,,,,,,,,,
1.04,0.402386701503754,2,,,,,,,,,,
1.05,0.407207443538008,2,,,,,,,,,,
1.06,0.412179335359219,2,,,,,,,,,,
1.07,0.417255564484545,2,,,,,,,,,,
1.08,0.422257890256787,2,,,,,,,,,,
1.09,0.427219042748122,2,,,,,,,,,,
1.10,0.432214421839675,2,,,,,,,,,,
1.11,0.437229328003533,2,,,,,,,,,,
1.12,0.442230242724303,2,,,,,,,,,,
1.13,0.44721979951894,2,,,,,,,,,,
1.14,0.452210429294328,2,,,,,,,,,,
1.15,0.457210496993287,2,,,,,,,,,,
1.16,0.462221822655762,2,,,,,,,,,,
1.17,0.467220858463282,2,,,,,,,,,,
1.18,0.472190661463615,2,,,,,,,,,,
1.19,0.477181566987329,2,,,,,,,,,,
1.20,0.48223425716862,2,,,,,,,,,,
1.21,0.487247724183023,2,,,,,,,,,,
1.22,0.492136722885476,2,,,,,,,,,,
1.23,0.497094032114573,2,,,,,,,,,,
1.24,0.502287226139144,2,,,,,,,,,,
1.25,0.507363017023184,2,,,,,,,,,,
1.26,0.512055720680534,2,,,,,,,,,,
1.27,0.517044010255357,2,,,,,,,,,,
1.28,0.522243613799959,2,,,,,,,,,,
1.29,0.527300267004645,2,,,,,,,,,,
1.30,0.532181738102384,2,,,,,,,,,,
1.31,0.537013240221262,2,,,,,,,,,,
1.32,0.542211819800283,2,,,,,,,,,,
1.33,0.547483452998483,2,,,,,,,,,,
1.34,0.551104254137548,2,,,,,,,,,,
1.35,0.559334389183394,2,,,,,,,,,,
1.36,0.568117695421126,2,,,,,,,,,,
1.37,0.572003079855616,2,,,,,,,,,,
1.38,0.577081125192613,2,,,,,,,,,,
1.39,0.582283918984515,2,,,,,,,,,,
1.40,0.587088192631425,2,,,,,,,,,,
1.41,0.592130649943158,2,,,,,,,,,,
1.42,0.597232859501316,2,,,,,,,,,,
1.43,0.602088542910087,2,,,,,,,,,,
1.44,0.607000162139715,2,,,,,,,,,,
1.45,0.612286229771691,2,,,,,,,,,,
1.46,0.617412770893545,2,,,,,,,,,,
1.47,0.621864112994294,2,,,,,,,,,,
1.48,0.626528784428023,2,,,,,,,,,,
1.49,0.632462353190487,2,,,,,,,,,,
1.50,0.639378210632168,2,,,,,,,,,,
1.51,0.646534894867617,2,,,,,,,,,,
1.52,0.653006125627289,2,,,,,,,,,,
1.53,0.657559522179711,2,,,,,,,,,,
1.54,0.660157070172672,2,,,,,,,,,,
1.55,0.669320659578429,2,,,,,,,,,,
1.56,0.680649279468847,2,,,,,,,,,,
1.57,0.686683904701123,2,,,,,,,,,,
1.58,0.691131950048066,2,,,,,,,,,,
1.59,0.699617275857599,2,,,,,,,,,,
1.60,0.709644292400701,2,,,,,,,,,,
1.61,0.717094059944066,2,,,,,,,,,,
1.62,0.722639505825669,2,,,,,,,,,,
1.63,0.727460054980253,2,,,,,,,,,,
1.64,0.730319200583916,2,,,,,,,,,,
1.65,0.739200266509646,2,,,,,,,,,,
1.66,0.750383128184417,2,,,,,,,,,,
1.67,0.756891040595694,2,,,,,,,,,,
1.68,0.761469903376223,2,,,,,,,,,,
1.69,0.768963654049144,2,,,,,,,,,,
1.70,0.77901258304072,2,,,,,,,,,,
1.71,0.789489499262364,2,,,,,,,,,,
1.72,0.79775976739658,2,,,,,,,,,,
1.73,0.802242575057431,2,,,,,,,,,,
1.74,0.807655832473439,2,,,,,,,,,,
1.75,0.818846784741039,2,,,,,,,,,,
1.76,0.830784317079145,2,,,,,,,,,,
1.77,0.837120578143045,2,,,,,,,,,,
1.78,0.841296326054455,2,,,,,,,,,,
1.79,0.848777124055606,2,,,,,,,,,,
1.80,0.85901093236114,2,,,,,,,,,,
1.81,0.869486634950234,2,,,,,,,,,,
1.82,0.877692057692594,2,,,,,,,,,,
1.83,0.882242321322191,2,,,,,,,,,,
1.84,0.887677500240439,2,,,,,,,,,,
1.85,0.898697891422104,2,,,,,,,,,,
1.86,0.910623303295449,2,,,,,,,,,,
1.87,0.917339049434639,2,,,,,,,,,,
1.88,0.921432558502284,2,,,,,,,,,,
1.89,0.928008703493395,2,,,,,,,,,,
1.90,0.939188096176316,2,,,,,,,,,,
1.91,0.950449185922646,2,,,,,,,,,,
1.92,0.956816086064474,2,,,,,,,,,,
1.93,0.961522292324327,2,,,,,,,,,,
1.94,0.96920273442417,2,,,,,,,,,,
1.95,0.977426178221908,2,,,,,,,,,,
1.96,0.982482435244599,2,,,,,,,,,,
1.97,0.986410535365012,2,,,,,,,,,,
1.98,0.992222644704918,2,,,,,,,,,,
1.99,0.997845744884049,2,,,,,,,,,,
2.00,1,2,,,,,,,,,,
2.01,1,2,,,,,,,,,,
2.02,1,2,,,,,,,,,,
2.03,1,2,,,,,,,,,,
2.04,1,2,,,,,,,,,,
2.05,1,2,,,,,,,,,,
2.06,1,2,,,,,,,,,,
2.07,1,2,,,,,,,,,,
2.08,1,2,,,,,,,,,,
2.09,1,2,,,,,,,,,,
2.10,1,2,,,,,,,,,,
2.11,1,2,,,,,,,,,,
2.12,1,2,,,,,,,,,,
2.13,1,2,,,,,,,,,,
2.14,1,2,,,,,,,,,,
2.15,1,2,,,,,,,,,,
2.16,1,2,,,,,,,,,,
2.17,1,2,,,,,,,,,,
2.18,1,2,,,,,,,,,,
2.19,1,2,,,,,,,,,,
2.20,1,2,,,,,,,,,,
2.21,1,2,,,,,,,,,,
2.22,1,2,,,,,,,,,,
2.23,1,2,,,,,,,,,,
2.24,1,2,,,,,,,,,,
2.25,1,2,,,,,,,,,,
2.26,1,2,,,,,,,,,,
2.27,1,2,,,,,,,,,,
2.28,1,2,,,,,,,,,,
2.29,1,2,,,,,,,,,,
2.30,1,2,,,,,,,,,,
2.31,1,2,,,,,,,,,,
2.32,1,2,,,,,,,,,,
2.33,1,2,,,,,,,,,,
2.34,1,2,,,,,,,,,,
2.35,1,2,,,,,,,,,,
2.36,1,2,,,,,,,,,,
2.37,1,2,,,,,,,,,,
2.38,1,2,,,,,,,,,,
2.39,1,2,,,,,,,,,,
2.40,1,2,,,,,,,,,,
2.41,1,2,,,,,,,,,,
2.42,1,2,,,,,,,,,,
2.43,1,2,,,,,,,,,,
2.44,1,2,,,,,,,,,,
2.45,1,2,,,,,,,,,,
2.46,1,2,,,,,,,,,,
2.47,1,2,,,,,,,,,,
2.48,1,2,,,,,,,,,,
2.49,1,2,,,,,,,,,,
2.50,1,2,,,,,,,,,,
2.51,1,2,,,,,,,,,,
2.52,1,2,,,,,,,,,,
2.53,1,2,,,,,,,,,,
2.54,1,2,,,,,,,,,,
2.55,1,2,,,,,,,,,,
2.56,1,2,,,,,,,,,,
2.57,1,2,,,,,,,,,,
2.58,1,2,,,,,,,,,,
2.59,1,2,,,,,,,,,,
2.60,1,2,,,,,,,,,,
2.61,1,2,,,,,,,,,,
2.62,1,2,,,,,,,,,,
2.63,1,2,,,,,,,,,,
2.64,1,2,,,,,,,,,,
2.65,1,2,,,,,,,,,,
2.66,1,2,,,,,,,,,,
2.67,1,2,,,,,,,,,,
2.68,1,2,,,,,,,,,,
2.69,1,2,,,,,,,,,,
2.70,1,2,,,,,,,,,,
2.71,1,2,,,,,,,,,,
2.72,1,2,,,,,,,,,,
2.73,1,2,,,,,,,,,,
2.74,1,2,,,,,,,,,,
2.75,1,2,,,,,,,,,,
2.76,1,2,,,,,,,,,,
2.77,1,2,,,,,,,,,,
2.78,1,2,,,,,,,,,,
2.79,1,2,,,,,,,,,,
2.80,1,2,,,,,,,,,,
2.81,1,2,,,,,,,,,,
2.82,1,2,,,,,,,,,,
2.83,1,2,,,,,,,,,,
2.84,1,2,,,,,,,,,,
2.85,1,2,,,,,,,,,,
2.86,1,2,,,,,,,,,,
2.87,1,2,,,,,,,,,,
2.88,1,2,,,,,,,,,,
2.89,1,2,,,,,,,,,,
2.90,1,2,,,,,,,,,,
2.91,1,2,,,,,,,,,,
2.92,1,2,,,,,,,,,,
2.93,1,2,,,,,,,,,,
2.94,1,2,,,,,,,,,,
2.95,1,2,,,,,,,,,,
2.96,1,2,,,,,,,,,,
2.97,1,2,,,,,,,,,,
2.98,1,2,,,,,,,,,,
2.99,1,2,,,,,,,,,,
3.00,1,2,,,,,,,,,,
3.01,1,2,,,,,,,,,,
3.02,1,2,,,,,,,,,,
3.03,1,2,,,,,,,,,,
3.04,1,2,,,,,,,,,,
3.05,1,2,,,,,,,,,,
3.06,1,2,,,,,,,,,,
3.07,1,2,,,,,,,,,,
3.08,1,2,,,,,,,,,,
3.09,1,2,,,,,,,,,,
3.10,1,2,,,,,,,,,,
3.11,1,2,,,,,,,,,,
3.12,1,2,,,,,,,,,,
3.13,1,2,,,,,,,,,,
3.14,1,2,,,,,,,,,,
3.15,1,2,,,,,,,,,,
3.16,1,2,,,,,,,,,,
3.17,1,2,,,,,,,,,,
3.18,1,2,,,,,,,,,,
3.19,1,2,,,,,,,,,,
3.20,1,2,,,,,,,,,,
3.21,1,2,,,,,,,,,,
3.22,1,2,,,,,,,,,,
3.23,1,2,,,,,,,,,,
3.24,1,2,,,,,,,,,,
3.25,1,2,,,,,,,,,,
3.26,1,2,,,,,,,,,,
3.27,1,2,,,,,,,,,,
3.28,1,2,,,,,,,,,,
3.29,1,2,,,,,,,,,,
3.30,1,2,,,,,,,,,,
3.31,1,2,,,,,,,,,,
3.32,1,2,,,,,,,,,,
3.33,1,2,,,,,,,,,,
3.34,1,2,,,,,,,,,,
3.35,1,2,,,,,,,,,,
3.36,1,2,,,,,,,,,,
3.37,1,2,,,,,,,,,,
3.38,1,2,,,,,,,,,,
3.39,1,2,,,,,,,,,,
3.40,1,2,,,,,,,,,,
3.41,1,2,,,,,,,,,,
3.42,1,2,,,,,,,,,,
3.43,1,2,,,,,,,,,,
3.44,1,2,,,,,,,,,,
3.45,1,2,,,,,,,,,,
3.46,1,2,,,,,,,,,,
3.47,1,2,,,,,,,,,,
3.48,1,2,,,,,,,,,,
3.49,1,2,,,,,,,,,,
3.50,1,2,,,,,,,,,,
3.51,1,2,,,,,,,,,,
3.52,1,2,,,,,,,,,,
3.53,1,2,,,,,,,,,,
3.54,1,2,,,,,,,,,,
3.55,1,2,,,,,,,,,,
3.56,1,2,,,,,,,,,,
3.57,1,2,,,,,,,,,,
3.58,1,2,,,,,,,,,,
3.59,1,2,,,,,,,,,,
3.60,1,2,,,,,,,,,,
3.61,1,2,,,,,,,,,,
3.62,1,2,,,,,,,,,,
3.63,1,2,,,,,,,,,,
3.64,1,2,,,,,,,,,,
3.65,1,2,,,,,,,,,,
3.66,1,2,,,,,,,,,,
3.67,1,2,,,,,,,,,,
3.68,1,2,,,,,,,,,,
3.69,1,2,,,,,,,,,,
3.70,1,2,,,,,,,,,,
3.71,1,2,,,,,,,,,,
3.72,1,2,,,,,,,,,,
3.73,1,2,,,,,,,,,,
3.74,1,2,,,,,,,,,,
3.75,1,2,,,,,,,,,,
3.76,1,2,,,,,,,,,,
3.77,1,2,,,,,,,,,,
3.78,1,2,,,,,,,,,,
